"group","group_ko","order","emoji","unicode","name_ko","keywords_ko","source_category"
"emotion_reward","감정과 격려","5","🎉","1F389","축하 파티","파티, 축하 파티","activities"
"emotion_reward","감정과 격려","6","🏆","1F3C6","트로피","우승, 트로피","activities"
"emotion_reward","감정과 격려","7","🎁","1F381","선물 포장","선물, 축하, 선물 포장","activities"
"emotion_reward","감정과 격려","8","😆","1F606","눈 감고 웃는 얼굴","얼굴, 눈 감고 미소, 눈웃음짓는 얼굴, 입 벌리고 미소, 눈 감고 웃는 얼굴","smileys_people"
"emotion_reward","감정과 격려","9","😂","1F602","기쁨의 눈물을 흘리는 얼굴","기쁨, 눈물, 얼굴, 스마일, 기쁨의 눈물을 흘리는 얼굴","smileys_people"
"emotion_reward","감정과 격려","10","🥳","1F973","파티하는 얼굴","나팔, 축하, 파티, 고깔모자, 파티하는 얼굴","smileys_people"
"emotion_reward","감정과 격려","11","💗","1F497","깊어지는 사랑","사랑, 커지는 하트, 커지는 마음, 깊어지는 마음, 깊어지는 사랑","smileys_people"
"emotion_reward","감정과 격려","12","🪅","1FA85","피냐타","축하, 파티, 피냐타","activities"
"emotion_reward","감정과 격려","13","🎆","1F386","불꽃 축제","축하, 불꽃놀이, 불꽃 축제","activities"
"emotion_reward","감정과 격려","14","🎇","1F387","불꽃 축제","불꽃, 축하, 폭죽, 불꽃 축제","activities"
"emotion_reward","감정과 격려","15","🎖️","1F396-FE0F","무공 훈장","메달, 훈장, 무공 훈장","activities"
"emotion_reward","감정과 격려","16","😁","1F601","미소 짓는 눈으로 웃는 얼굴","미소, 얼굴, 눈웃음, 스마일, 미소 짓는 눈으로 웃는 얼굴","smileys_people"
"emotion_reward","감정과 격려","17","☺️","263A-FE0F","웃음 짓는 얼굴","미소, 웃음, 스마일, 웃는 얼굴, 웃음 짓는 얼굴","smileys_people"
"emotion_reward","감정과 격려","18","😹","1F639","기쁨의 눈물을 흘리는 고양이 얼굴","고양이, 기쁨의 눈물, 기뻐하면서 우는 고양이, 기쁨의 눈물을 흘리는 고양이 얼굴","smileys_people"
"emotion_reward","감정과 격려","19","😼","1F63C","고소하다는 웃음 짓는 고양이","쌤통, 고양이, 썩소 짓는 고양이, 고소하다는 웃음 짓는 고양이","smileys_people"
"emotion_reward","감정과 격려","20","🤣","1F923","바닥을 구르며 웃는 얼굴","바닥, 웃음, 구르기, 데굴데굴, 바닥을 구르며 웃는 얼굴","smileys_people"
"emotion_reward","감정과 격려","21","💘","1F498","화살이 꽂힌 하트","사랑, 큐피드, 화살이 꽂힌 하트","smileys_people"
"emotion_reward","감정과 격려","22","💝","1F49D","발렌타인 초콜렛 상자","리본, 사랑, 하트, 선물 상자, 리본 달린 하트, 발렌타인 초콜렛 상자","smileys_people"
"emotion_reward","감정과 격려","23","💓","1F493","두근거리는 마음","사랑, 두근두근, 떨리는 마음, 두근거리는 하트, 두근거리는 마음","smileys_people"
"emotion_reward","감정과 격려","24","💞","1F49E","빙글빙글 하트","사랑, 하트, 귀여움, 사랑스러움, 회전하는 하트, 빙글빙글 하트","smileys_people"
"emotion_reward","감정과 격려","25","💚","1F49A","초록색 하트","사랑, 하트, 녹색 하트, 초록색 하트","smileys_people"
"emotion_reward","감정과 격려","26","💙","1F499","파란색 하트","사랑, 하트, 파란 하트, 파란색 하트","smileys_people"
"emotion_reward","감정과 격려","27","💜","1F49C","보라색 하트","사랑, 하트, 보라색 하트","smileys_people"
"emotion_reward","감정과 격려","28","🤟","1F91F","사랑을 표시하는 손","사랑해, 사랑 제스처, 사랑을 표시하는 손","smileys_people"
"emotion_reward","감정과 격려","29","🫂","1FAC2","포옹하는 사람","안녕, 포옹, 고마워, 잘 가, 포옹하는 사람","smileys_people"
"emotion_reward","감정과 격려","30","🎐","1F390","풍경","종, 풍경","activities"
"emotion_reward","감정과 격려","31","🎑","1F391","달맞이 행사","달, 달맞이, 벼이삭, 달맞이 행사","activities"
"emotion_reward","감정과 격려","32","🎍","1F38D","일본 장식","장식, 축하, 일본 장식","activities"
"emotion_reward","감정과 격려","33","🎀","1F380","축하","리본, 축하","activities"
"emotion_reward","감정과 격려","34","🥇","1F947","금메달","골드, 메달, 일등, 금메달","activities"
"emotion_reward","감정과 격려","35","🥈","1F948","은메달","메달, 실버, 이등, 은메달","activities"
"time_places","시간과 이동","1","⌚","231A","손목 시계","시계, 손목 시계","travel_places"
"time_places","시간과 이동","2","🌅","1F305","해가 뜸","해, 일출, 아침 해, 해가 뜸","travel_places"
"time_places","시간과 이동","3","🌇","1F307","도시에 해가 짐","일몰, 해질녘, 해가 짐, 도시에 해가 짐","travel_places"
"time_places","시간과 이동","4","🗺️","1F5FA-FE0F","세계 지도","세계, 지도, 세계 지도","travel_places"
"time_places","시간과 이동","5","📍","1F4CD","둥근 머리 압정","핀, 압정, 둥근 머리 핀, 둥근 머리 압정","objects"
"time_places","시간과 이동","6","🚗","1F697","승용차","차량, 자동차, 승용차","travel_places"
"time_places","시간과 이동","7","🚆","1F686","철도","기차, 철도","travel_places"
"time_places","시간과 이동","8","⏲️","23F2-FE0F","타이머 시계","시계, 타이머, 타이머 시계","travel_places"
"time_places","시간과 이동","9","⌛","231B","시간이 다 된 모래시계","모래, 타이머, 시간이 다 된 모래시계","travel_places"
"time_places","시간과 이동","10","⏳","23F3","시간이 남은 모래시계","타이머, 시간이 남은 모래시계","travel_places"
"time_places","시간과 이동","11","🚋","1F68B","전차 차량","트램 차량, 전차 차량","travel_places"
"time_places","시간과 이동","12","⏱️","23F1-FE0F","스톱워치","시계, 스톱워치","travel_places"
"time_places","시간과 이동","13","🕰️","1F570-FE0F","벽난로 선반 시계","시계, 벽난로, 벽난로 선반 시계","travel_places"
"time_places","시간과 이동","14","🕧","1F567","12시 30분","시계, 12:30, 열두 시 반, 12시 30분","travel_places"
"time_places","시간과 이동","15","🕠","1F560","5시 30분","시계, 5:30, 다섯 시 반, 5시 30분","travel_places"
"time_places","시간과 이동","16","🕡","1F561","6시 30분","시계, 6:30, 여섯 시 반, 6시 30분","travel_places"
"time_places","시간과 이동","17","🕢","1F562","7시 30분","시계, 7:30, 일곱 시 반, 7시 30분","travel_places"
"time_places","시간과 이동","18","🕣","1F563","8시 30분","시계, 8:30, 여덟 시 반, 8시 30분","travel_places"
"time_places","시간과 이동","19","🕤","1F564","9시 30분","시계, 9:30, 아홉 시 반, 9시 30분","travel_places"
"time_places","시간과 이동","20","🕥","1F565","10시 30분","시계, 열 시 반, 10:30, 10시 30분","travel_places"
"time_places","시간과 이동","21","🕦","1F566","11시 30분","시계, 11:30, 열한 시 반, 11시 30분","travel_places"
"time_places","시간과 이동","22","🌃","1F303","밤하늘 별","야경, 밤하늘 별","travel_places"
"time_places","시간과 이동","23","🌉","1F309","밤하늘을 배경으로 하는 다리","밤, 다리, 달과 다리, 밤의 다리, 별과 다리, 밤하늘을 배경으로 하는 다리","travel_places"
"time_places","시간과 이동","24","🗾","1F5FE","일본 지도","일본, 지도, 일본 지도","travel_places"
"time_places","시간과 이동","25","🚘","1F698","오고 있는 승용차","오고 있는 자동차, 오고 있는 승용차","travel_places"
